
---------- Begin Simulation Statistics ----------
simSeconds                                   0.142373                       # Number of seconds simulated (Second)
simTicks                                 142372643000                       # Number of ticks simulated (Tick)
finalTick                                142372643000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    267.09                       # Real time elapsed on the host (Second)
hostTickRate                                533059824                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     675520                       # Number of bytes of host memory used (Byte)
simInsts                                    288445808                       # Number of instructions simulated (Count)
simOps                                      288445808                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                  1079974                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                    1079974                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        142372644                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.493585                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.025992                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       340135998                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    51554                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      327875713                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 110549                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             51741743                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          21257510                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   2                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           142353152                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.303256                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.996336                       # Number of insts issued each cycle (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data  13576553000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total  13576553000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data  13576553000                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total  13576553000                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.005400                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.005400                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.005400                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.005400                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 36138.609987                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 36138.609987                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 36138.609987                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 36138.609987                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                 311584                       # number of replacements (Count)
system.cpu.dcache.ReadReq.hits::cpu.data     39748566                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.hits::total        39748566                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.misses::cpu.data       695544                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.misses::total        695544                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.missLatency::cpu.data  19473979000                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.missLatency::total  19473979000                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.accesses::cpu.data     40444110                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.accesses::total     40444110                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.missRate::cpu.data     0.017198                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.missRate::total     0.017198                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMissLatency::cpu.data 27998.198532                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMissLatency::total 27998.198532                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.mshrHits::cpu.data       406263                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrHits::total       406263                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrMisses::cpu.data       289281                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMisses::total       289281                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMissLatency::cpu.data  10205768000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissLatency::total  10205768000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissRate::cpu.data     0.007153                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.mshrMissRate::total     0.007153                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMshrMissLatency::cpu.data 35279.772954                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMshrMissLatency::total 35279.772954                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.hits::cpu.data     28958542                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.hits::total       28958542                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.misses::cpu.data       162666                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.misses::total       162666                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.missLatency::cpu.data   5996633900                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.missLatency::total   5996633900                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.accesses::cpu.data     29121208                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.accesses::total     29121208                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.missRate::cpu.data     0.005586                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.missRate::total     0.005586                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMissLatency::cpu.data 36864.703749                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMissLatency::total 36864.703749                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.mshrHits::cpu.data        76267                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrHits::total        76267                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrMisses::cpu.data        86399                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMisses::total        86399                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMissLatency::cpu.data   3370785000                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissLatency::total   3370785000                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissRate::cpu.data     0.002967                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.mshrMissRate::total     0.002967                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMshrMissLatency::cpu.data 39014.166831                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMshrMissLatency::total 39014.166831                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.power_state.pwrStateResidencyTicks::UNDEFINED 142372643000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.dcache.tags.tagsInUse           255.762306                       # Average ticks per tags in use ((Tick/Count))
system.cpu.dcache.tags.totalRefs             69191997                       # Total number of references to valid blocks. (Count)
system.cpu.dcache.tags.sampledRefs             311840                       # Sample count of references to valid blocks. (Count)
system.cpu.dcache.tags.avgRefs             221.883007                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.dcache.tags.warmupTick              646000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.dcache.tags.occupancies::cpu.data   255.762306                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.dcache.tags.avgOccs::cpu.data     0.999072                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.avgOccs::total        0.999072                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.occupanciesTaskId::1024          256                       # Occupied blocks per task id (Count)
system.cpu.dcache.tags.ageTaskId_1024::0           30                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::1           35                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::2          165                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::4           26                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.tagAccesses          139442476                       # Number of tag accesses (Count)
system.cpu.dcache.tags.dataAccesses         139442476                       # Number of data accesses (Count)
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 142372643000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.decode.status::Running            73635521     51.73%     51.73% # Number of cycles decode is running (Cycle)
system.cpu.decode.status::Idle               50489297     35.47%     87.19% # Number of cycles decode is idle (Cycle)
system.cpu.decode.status::Squashing           1877907      1.32%     88.51% # Number of cycles decode is squashing (Cycle)
system.cpu.decode.status::Blocked            14690109     10.32%     98.83% # Number of cycles decode is blocking (Cycle)
system.cpu.decode.status::Unblocking          1660318      1.17%    100.00% # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.branchResolved             32145940                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred                 50218                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts              357045039                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts                300898                       # Number of squashed instructions handled by decode (Count)
system.cpu.executeStats0.numInsts           322401449                       # Number of executed instructions (Count)
system.cpu.executeStats0.numNop                     0                       # Number of nop insts executed (Count)
system.cpu.executeStats0.numBranches         61094526                       # Number of branches executed (Count)
system.cpu.executeStats0.numLoadInsts        51706083                       # Number of load instructions executed (Count)
system.cpu.executeStats0.numStoreInsts       33129174                       # Number of stores executed (Count)
system.cpu.executeStats0.instRate            2.264490                       # Inst execution rate ((Count/Cycle))
system.cpu.executeStats0.numFpAluAccesses     21007445                       # Number of float alu accesses (Count)
system.cpu.executeStats0.numFpRegReads       22320501                       # Number of times the floating registers were read (Count)
system.cpu.executeStats0.numFpRegWrites      16837666                       # Number of times the floating registers were written (Count)
